日付,貯水位,揚圧力_No.4,変形量,変形量特徴量1,変形量特徴量2_WL,変形量特徴量2_temp,揚圧力_No.4特徴量1
2011/7/7,221.32,1.380869565,-15.4,0.857162913,-0.293665474,0.810579614,65.3714947
2011/7/8,220.76,1.376521739,-15.8,0.857869403,-0.291764876,0.81050364,65.36895055
2011/7/9,220.82,1.372173913,-15.7,0.858638961,-0.290704966,0.810324592,65.35610362
2011/7/10,221,1.367826087,-16.2,0.859178937,-0.290163374,0.810156156,65.32909321
2011/7/11,221.32,1.363478261,-16.2,0.859683988,-0.289473957,0.810084518,65.28384929
2011/7/12,221.36,1.359130435,-16.6,0.86005208,-0.289057433,0.810061381,65.22744396
2011/7/13,221.23,1.354782609,-16.7,0.860375362,-0.288815435,0.810047572,65.16254973
2011/7/14,221.26,1.350434783,-17.2,0.860378955,-0.288809679,0.81010141,65.08519702
2011/7/15,221.23,1.346086957,-17.3,0.860223452,-0.289018779,0.810133907,64.9949562
2011/7/16,221.28,1.34173913,-17.2,0.860076595,-0.288593291,0.810043496,64.8902435
2011/7/17,221.36,1.337391304,-17.4,0.859988134,-0.288224901,0.81002626,64.76932683
2011/7/18,221.37,1.333043478,-17.5,0.860015732,-0.288404267,0.810026938,64.63454868
2011/7/19,221.26,1.328695652,-17.8,0.860146342,-0.287913829,0.809922669,64.48961349
2011/7/20,221.12,1.324347826,-17.7,0.860559975,-0.287425329,0.809864159,64.33400823
2011/7/21,221.02,1.32,-17,0.861292863,-0.286129318,0.809539166,64.16505098
2011/7/22,220.88,1.32,-16.6,0.862134561,-0.284186774,0.809231163,64.00440501
2011/7/23,220.73,1.32,-16.5,0.863178671,-0.281822956,0.808841214,63.85105028
2011/7/24,220.66,1.32,-16.8,0.864354724,-0.280430267,0.808568663,63.70078568
2011/7/25,220.59,1.32,-17.1,0.865476881,-0.279430704,0.808347368,63.55451251
2011/7/26,220.45,1.32,-17.4,0.866779188,-0.277809327,0.808313143,63.42431063
2011/7/27,220.33,1.32,-17.7,0.867773496,-0.276582759,0.808234284,63.29635522
2011/7/28,220.15,1.32,-18.1,0.868836149,-0.275077553,0.808062012,63.17389992
2011/7/29,220.26,1.32,-18.1,0.869799869,-0.274074996,0.807935448,63.04603379
2011/7/30,220.32,1.32,-18.2,0.870654473,-0.273396851,0.807707305,62.91068386
2011/7/31,220.34,1.32,-17.9,0.871882258,-0.272123039,0.807362409,62.78502657
2011/8/1,220.4,1.32,-17.8,0.873250851,-0.270718105,0.807091119,62.66326387
2011/8/2,220.33,1.32,-17.7,0.872731402,-0.270482134,0.807089996,62.5433565
2011/8/3,220.24,1.32,-17.6,0.872323126,-0.270722197,0.80714314,62.42221041
2011/8/4,220.09,1.32,-18,0.871841842,-0.269967641,0.807061078,62.30861255
2011/8/5,219.91,1.32,-18.4,0.87148178,-0.269116684,0.806948482,62.20405561
2011/8/6,219.71,1.32,-18.9,0.871177223,-0.26860419,0.806916882,62.11029904
2011/8/7,219.52,1.32,-19.2,0.870847096,-0.268401134,0.806895074,62.02487305
2011/8/8,219.27,1.32,-19.5,0.870603067,-0.267502095,0.8067733,61.94968437
2011/8/9,219.05,1.32,-19.7,0.870452409,-0.26758815,0.806857198,61.88379142
2011/8/10,218.74,1.32,-19.9,0.870385096,-0.267492216,0.806912619,61.83000021
2011/8/11,218.5,1.32,-19.9,0.870257886,-0.26753375,0.807024222,61.7828525
2011/8/12,218.62,1.32,-20,0.86971976,-0.268249961,0.807251722,61.72887253
2011/8/13,218.43,1.32,-20,0.869188508,-0.268549817,0.807359496,61.67899963
2011/8/14,218.32,1.32,-20.3,0.868392747,-0.269080841,0.807716629,61.63311177
2011/8/15,218.15,1.32,-20.5,0.867514344,-0.269694438,0.808005905,61.59264914
2011/8/16,217.91,1.32,-20.8,0.866832358,-0.270413006,0.80830118,61.57409079
2011/8/17,218.02,1.32,-20.5,0.866568918,-0.270638923,0.8084704,61.55959557
2011/8/18,218.23,1.32,-20.5,0.86632967,-0.270529499,0.808538558,61.53867969
2011/8/19,220.99,1.32,-19.5,0.865676642,-0.270922799,0.808520616,61.42892179
2011/8/20,220.66,1.32,-19.4,0.865285169,-0.271173695,0.808581455,61.32434843
2011/8/21,220.15,1.32,-19.7,0.864859295,-0.271262638,0.808519032,61.23118236
2011/8/22,219.68,1.32,-19.4,0.864688708,-0.271181546,0.808481424,61.15458953
2011/8/23,219.23,1.32,-19.3,0.86468058,-0.27027901,0.808175235,61.08531514
2011/8/24,219.25,1.32,-19.4,0.864614438,-0.269554071,0.807860057,61.00705511
2011/8/25,219.36,1.32,-19.4,0.864287169,-0.269605297,0.807706236,60.91617357
2011/8/26,218.78,1.31952381,-19.7,0.86369591,-0.269628333,0.807595181,60.83352415
2011/8/27,218.23,1.319047619,-19.8,0.863238577,-0.269493961,0.807310173,60.76799663
2011/8/28,218.19,1.318571429,-19.9,0.862831916,-0.269327421,0.807161264,60.69855522
2011/8/29,218.28,1.318095238,-19.9,0.862309618,-0.269216422,0.806942441,60.62172889
2011/8/30,218.1,1.317619048,-20,0.86202333,-0.268874235,0.806712309,60.55187743
2011/8/31,217.99,1.317142857,-20.1,0.861670682,-0.268547152,0.806074857,60.48652972
2011/9/1,217.88,1.316666667,-20.1,0.861209303,-0.268578093,0.805371094,60.42126363
2011/9/2,218.86,1.316190476,-20.3,0.861960153,-0.268571858,0.804142849,60.32472988
2011/9/3,217.87,1.315714286,-20.4,0.863176525,-0.267847976,0.802924198,60.25951929
2011/9/4,218.09,1.315238095,-20.4,0.864218273,-0.267842278,0.801330734,60.18444154
2011/9/5,217.99,1.314761905,-20.3,0.865034931,-0.267404757,0.80003702,60.11099266
2011/9/6,217.83,1.314285714,-20.4,0.865449873,-0.266937155,0.798953255,60.03659624
2011/9/7,217.86,1.313809524,-20,0.865793937,-0.266645836,0.798165975,59.95755902
2011/9/8,217.83,1.313333333,-19.9,0.866447877,-0.266249975,0.797016609,59.88331891
2011/9/9,217.72,1.312857143,-20,0.867031138,-0.266075,0.796348489,59.81867159
2011/9/10,218.68,1.312380952,-19.9,0.867002955,-0.266232164,0.79529461,59.72097035
2011/9/11,218.88,1.311904762,-19.7,0.866801657,-0.266332621,0.794736796,59.6184188
2011/9/12,219.17,1.311428571,-19.8,0.866219646,-0.266674414,0.794041674,59.50515576
2011/9/13,219.35,1.310952381,-19.9,0.86655011,-0.267328258,0.792977116,59.4117583
2011/9/14,218.1,1.31047619,-20.1,0.866609649,-0.267327896,0.792667849,59.34896997
2011/9/15,218.16,1.31,-20.4,0.866220734,-0.26745597,0.792535838,59.28036199
2011/9/16,217.88,1.313142857,-20.6,0.865854968,-0.267715706,0.79215749,59.23158536
2011/9/17,217.6,1.316285714,-20.8,0.865455139,-0.267864931,0.792050093,59.1997772
2011/9/18,218.1,1.319428571,-20.7,0.864676296,-0.268308574,0.791506534,59.15924272
2011/9/19,218.32,1.322571429,-20.4,0.864032935,-0.268692169,0.791024061,59.12007232
2011/9/20,218.26,1.325714286,-19.8,0.863772717,-0.268803232,0.790589544,59.09019677
2011/9/21,218.58,1.328857143,-19.1,0.863683198,-0.268858241,0.789880875,59.05952433
2011/9/22,221.13,1.332,-18.5,0.863445124,-0.269307511,0.788802196,58.97768256
2011/9/23,221.66,1.335142857,-18.3,0.864042155,-0.268878521,0.788421143,58.90452921
2011/9/24,221.56,1.338285714,-18.1,0.864660989,-0.268196289,0.788335054,58.84239714
2011/9/25,221.46,1.341428571,-17.9,0.864807238,-0.267633383,0.788235108,58.78327664
2011/9/26,221.24,1.344571429,-18,0.864606653,-0.267596533,0.787980431,58.72924633
2011/9/27,220.69,1.347714286,-18,0.864070918,-0.267418889,0.788144297,58.68611886
2011/9/28,220.15,1.350857143,-18,0.863437098,-0.267715319,0.787685981,58.65227785
2011/9/29,219.49,1.354,-18,0.862737181,-0.267833815,0.78756721,58.62688286
2011/9/30,218.84,1.357142857,-18.2,0.86205159,-0.267839268,0.787852631,58.61152968
2011/10/1,218.39,1.360285714,-18.1,0.861489623,-0.267928029,0.787673587,58.60310391
2011/10/2,218.68,1.363428571,-17.6,0.860955451,-0.268055657,0.787286646,58.58862354
2011/10/3,219.26,1.366571429,-17.1,0.860299348,-0.268151562,0.787440086,58.56453047
2011/10/4,219.2,1.369714286,-16.9,0.859642812,-0.268204394,0.787425358,58.53952831
2011/10/5,219.62,1.372857143,-16.6,0.8590325,-0.26826248,0.787116451,58.50766392
2011/10/6,220.28,1.376,-16.7,0.858225755,-0.268435891,0.786549689,58.46885256
2011/10/7,222.33,1.379142857,-16.2,0.856958631,-0.268794135,0.785974965,58.40711113
2011/10/8,224.65,1.382285714,-15.1,0.855452934,-0.26937943,0.785044946,58.32223795
2011/10/9,225.68,1.385428571,-14.6,0.85401868,-0.270114043,0.783594994,58.23114254
2011/10/10,225.45,1.388571429,-14.6,0.852623193,-0.270860155,0.782095803,58.14474335
2011/10/11,224.76,1.391714286,-15,0.851138974,-0.271688964,0.780736365,58.06554735
2011/10/12,223.83,1.394857143,-15.2,0.849841597,-0.272167678,0.77977119,57.99342479
2011/10/13,223.91,1.398,-15.2,0.848433685,-0.272887964,0.778524291,57.91917725
2011/10/14,223.51,1.401142857,-15.3,0.847072603,-0.273721373,0.777027828,57.84529045
2011/10/15,223.3,1.404285714,-15.7,0.84557674,-0.273829115,0.776501407,57.7712549
2011/10/16,224.63,1.407428571,-15.5,0.843643718,-0.274433918,0.775475333,57.69152424
2011/10/17,225.78,1.410571429,-14.9,0.841798257,-0.274776818,0.774103876,57.61365673
2011/10/18,226.19,1.413714286,-14.4,0.839975129,-0.274938978,0.772579689,57.534525
2011/10/19,226.19,1.416857143,-14,0.838157055,-0.274121683,0.772023247,57.45348222
2011/10/20,225.81,1.42,-14,0.836287993,-0.274144923,0.771586509,57.37044495
2011/10/21,225.48,1.422285714,-14.1,0.834450534,-0.274360754,0.771037903,57.28669015
2011/10/22,225.12,1.424571429,-14.5,0.83258644,-0.274557659,0.770338349,57.20162713
2011/10/23,225.06,1.426857143,-14.8,0.830499912,-0.274742109,0.769592445,57.11272727
2011/10/24,225.32,1.429142857,-14.5,0.828361,-0.275009544,0.76858608,57.02276446
2011/10/25,225.04,1.431428571,-14.6,0.826186435,-0.275818078,0.767352588,56.92980197
2011/10/26,224.86,1.433714286,-14.1,0.824273725,-0.275127855,0.767115918,56.83559607
2011/10/27,225.13,1.436,-13.7,0.822497422,-0.273728221,0.766963814,56.74414184
2011/10/28,225.31,1.438285714,-13.4,0.820779971,-0.272111738,0.76701299,56.65541095
2011/10/29,225.63,1.440571429,-13.2,0.818878649,-0.271578935,0.767154035,56.56181227
2011/10/30,225.82,1.442857143,-13.2,0.816937734,-0.270745353,0.766576809,56.46819558
2011/10/31,226.01,1.445142857,-13.2,0.814930012,-0.27094728,0.766183115,56.37447827
2011/11/1,226.01,1.447428571,-13.1,0.812946274,-0.270947917,0.765775329,56.27886361
2011/11/2,225.96,1.449714286,-12.9,0.811018288,-0.27109824,0.766559291,56.18015774
2011/11/3,225.91,1.452,-13,0.809090409,-0.270348042,0.765647511,56.07959975
2011/11/4,225.91,1.454285714,-13.1,0.807149325,-0.271053016,0.763416225,55.9781763
2011/11/5,225.88,1.456571429,-12.9,0.805193968,-0.271445997,0.762117799,55.87230782
2011/11/6,226.14,1.458857143,-13,0.803221368,-0.270514956,0.7614785,55.76904733
2011/11/7,226.44,1.461142857,-12.9,0.801187123,-0.270224077,0.760490221,55.66625631
2011/11/8,226.74,1.463428571,-12.4,0.799194369,-0.270426119,0.759134164,55.56305594
2011/11/9,226.84,1.465714286,-12.2,0.797178401,-0.270552296,0.758353532,55.45696153
2011/11/10,226.88,1.468,-11.8,0.795234168,-0.270105571,0.758374386,55.34837605
2011/11/11,226.87,1.470285714,-11.6,0.793986513,-0.26965594,0.757945533,55.25939535
2011/11/12,226.95,1.472571429,-11.6,0.792277749,-0.268432623,0.75774423,55.15422962
2011/11/13,227.12,1.474857143,-11.6,0.790724152,-0.268886176,0.756067395,55.05544792
2011/11/14,227.33,1.477142857,-11.5,0.789128145,-0.268771119,0.754385478,54.95585622
2011/11/15,227.45,1.479428571,-11.1,0.787397898,-0.267696992,0.754568748,54.8482593
2011/11/16,227.59,1.481714286,-10.6,0.785655691,-0.266501576,0.754364964,54.73694806
2011/11/17,227.71,1.484,-10.4,0.783882685,-0.266082699,0.753043908,54.62313162
2011/11/18,227.83,1.486285714,-10.1,0.782324814,-0.265914418,0.751327789,54.51472787
2011/11/19,227.94,1.488571429,-10,0.780856664,-0.266162464,0.749433235,54.4085256
2011/11/20,228.29,1.490857143,-10,0.779537931,-0.266320577,0.746943989,54.3115708
2011/11/21,229.08,1.493142857,-9.2,0.778282395,-0.266371726,0.744751772,54.22562254
2011/11/22,229.43,1.495428571,-8.7,0.77701653,-0.267202613,0.742022136,54.14181223
2011/11/23,229.59,1.497714286,-8.5,0.775620547,-0.267532678,0.740080247,54.05335151
2011/11/24,229.98,1.5,-8.4,0.774058232,-0.268002112,0.737774313,53.96363329
2011/11/25,231.57,1.502222222,-7.1,0.772720907,-0.267670701,0.735885447,53.90409791
2011/11/26,231.93,1.504444444,-6.6,0.771493398,-0.267598037,0.734504339,53.85134936
2011/11/27,232.19,1.506666667,-6.3,0.77036277,-0.26788467,0.732402576,53.81599614
2011/11/28,232.76,1.508888889,-6.2,0.769339653,-0.268162746,0.730259289,53.80592334
2011/11/29,232.99,1.511111111,-6,0.768412142,-0.267271182,0.728160678,53.81572467
2011/11/30,233.02,1.513333333,-6,0.767847077,-0.267151834,0.725076598,53.8452318
2011/12/1,232.85,1.515555556,-5.9,0.767502589,-0.267462614,0.722355912,53.88602246
2011/12/2,232.49,1.517777778,-5.9,0.767324634,-0.268102278,0.719376948,53.93108352
2011/12/3,232.01,1.52,-5.9,0.767422759,-0.269005281,0.717777836,53.9736217
2011/12/4,232.45,1.522222222,-5.9,0.767609349,-0.269098242,0.715159595,54.04042259
2011/12/5,233.15,1.524444444,-5.1,0.768990118,-0.270335007,0.71454203,54.08527919
2011/12/6,233.09,1.526666667,-5,0.770081911,-0.272497851,0.714676112,54.11284193
2011/12/7,232.83,1.528888889,-5,0.771011146,-0.272596835,0.715297756,54.12146885
2011/12/8,232.47,1.531111111,-5.1,0.771715701,-0.273794972,0.715760939,54.11102366
2011/12/9,232.18,1.533333333,-5.2,0.772211926,-0.274456749,0.716256378,54.08888489
2011/12/10,231.88,1.535555556,-5.3,0.772545552,-0.274934044,0.716887864,54.0520831
2011/12/11,231.84,1.537777778,-5.4,0.772810766,-0.275640282,0.71742567,54.01326912
2011/12/12,231.98,1.54,-5.2,0.773044485,-0.27618956,0.717892867,53.97946954
2011/12/13,231.93,1.542222222,-5.1,0.773183127,-0.275886264,0.718594423,53.93890879
2011/12/14,231.8,1.544444444,-5.1,0.773326942,-0.276359978,0.718881907,53.91725996
2011/12/15,231.74,1.546666667,-5,0.773193942,-0.277223939,0.719827188,53.86291189
2011/12/16,231.96,1.548888889,-4.8,0.773019469,-0.277522693,0.72071379,53.81516719
2011/12/17,231.95,1.551111111,-4.7,0.772822878,-0.277801555,0.721526492,53.77557838
2011/12/18,232.08,1.553333333,-4.5,0.772688738,-0.278126759,0.722209198,53.75646489
2011/12/19,232.27,1.555555556,-4.2,0.772595704,-0.278204042,0.722851034,53.75792788
2011/12/20,232.21,1.557777778,-4.2,0.772445166,-0.27796795,0.723436792,53.76518674
2011/12/21,232.11,1.56,-4.1,0.772229599,-0.2784635,0.724209575,53.78070225
2011/12/22,231.99,1.56,-4.1,0.771978452,-0.278684447,0.725131145,53.81429988
2011/12/23,232.01,1.56,-4.1,0.771843647,-0.279482719,0.725716414,53.8698247
2011/12/24,231.95,1.56,-4.1,0.771421682,-0.279537102,0.726552785,53.87868459
2011/12/25,232.03,1.56,-3.8,0.770794954,-0.280287589,0.727891196,53.86465646
2011/12/26,232.16,1.56,-3.6,0.770133824,-0.280999372,0.729041339,53.85017713
2011/12/27,232.14,1.56,-3.6,0.769474355,-0.280992355,0.729909715,53.83660112
2011/12/28,232.13,1.56,-3.6,0.768808151,-0.281339824,0.730923724,53.82253764
2011/12/29,232.11,1.56,-3.6,0.768145202,-0.281942569,0.731998922,53.80939064
2011/12/30,232.16,1.56,-3.5,0.76749205,-0.282332446,0.732971107,53.80031339
2011/12/31,232.28,1.56,-3.4,0.766920264,-0.282358406,0.73368409,53.80346681
2012/1/1,232.35,1.56,-3.3,0.766378908,-0.28269569,0.734460645,53.81249613
2012/1/2,232.59,1.56,-3.1,0.76584279,-0.282800287,0.735218191,53.82445871
2012/1/3,232.72,1.56,-2.9,0.765299336,-0.283033911,0.736025966,53.83828936
2012/1/4,232.77,1.56,-2.7,0.764719033,-0.283138791,0.73671515,53.85133669
2012/1/5,232.53,1.56,-2.8,0.764063748,-0.283223169,0.737397841,53.85504246
2012/1/6,232.3,1.56,-2.9,0.763398379,-0.283768862,0.738391718,53.85809194
2012/1/7,232.22,1.56,-3,0.762749013,-0.284497403,0.739725775,53.86312912
2012/1/8,232.17,1.56,-3,0.76211319,-0.285167205,0.740703391,53.86996293
2012/1/9,232.31,1.56,-2.7,0.76151108,-0.285668515,0.741551621,53.8880056
2012/1/10,232.35,1.56,-2.7,0.760960353,-0.286417641,0.742864809,53.91436567
2012/1/11,232.23,1.56,-2.6,0.760385586,-0.287058488,0.743970168,53.94374564
2012/1/12,232.04,1.56,-2.5,0.759757844,-0.287552616,0.745444474,53.9738966
2012/1/13,231.92,1.56,-2.7,0.759216227,-0.288114867,0.746523431,54.01053842
2012/1/14,231.84,1.56,-2.6,0.758683341,-0.288842988,0.747384414,54.0563428
2012/1/15,231.83,1.56,-2.6,0.758228733,-0.288982411,0.74782342,54.11376867
2012/1/16,231.95,1.56,-2.4,0.757825642,-0.289278048,0.748515451,54.18967391
2012/1/17,231.83,1.56,-2.4,0.757439314,-0.289308513,0.748683159,54.27410028
2012/1/18,231.7,1.56,-2.6,0.757131725,-0.289433571,0.748937355,54.36776625
2012/1/19,231.59,1.56,-2.7,0.756854773,-0.289526517,0.749131848,54.47064411
2012/1/20,231.47,1.56,-2.7,0.756560019,-0.290124412,0.749708173,54.58297284
2012/1/21,231.36,1.5571875,-2.7,0.756281656,-0.290659501,0.75020698,54.71312437
2012/1/22,231.3,1.554375,-2.7,0.756056341,-0.291271022,0.75056182,54.85061272
2012/1/23,231.28,1.5515625,-2.7,0.755866518,-0.291470736,0.750854225,54.99707467
2012/1/24,230.99,1.54875,-2.8,0.755646856,-0.292010646,0.751410655,55.14227776
2012/1/25,230.7,1.5459375,-2.8,0.755370653,-0.292634877,0.751665431,55.2874839
2012/1/26,230.4,1.543125,-2.8,0.755022181,-0.293331924,0.751811315,55.43078695
2012/1/27,230.14,1.5403125,-2.9,0.754594711,-0.293836087,0.752141811,55.55973942
2012/1/28,229.84,1.5375,-3.1,0.754122311,-0.294796325,0.752397727,55.67248852
2012/1/29,229.65,1.5346875,-3.2,0.753625604,-0.295706646,0.752752869,55.76948853
2012/1/30,229.68,1.531875,-3.1,0.753131783,-0.296539372,0.75326176,55.8635773
2012/1/31,229.38,1.5290625,-3.3,0.752670894,-0.297417897,0.753644975,55.95775852
2012/2/1,229.05,1.52625,-3.4,0.752197746,-0.298112463,0.753781256,56.05131461
2012/2/2,228.69,1.5234375,-3.7,0.751733813,-0.298931326,0.753753483,56.14318524
2012/2/3,228.36,1.520625,-3.8,0.751229253,-0.299361903,0.753808814,56.23306793
2012/2/4,228.07,1.5178125,-4,0.750735209,-0.299653954,0.753788675,56.32242321
2012/2/5,227.99,1.515,-4.2,0.750297988,-0.299763022,0.753767562,56.41741621
2012/2/6,227.9,1.5121875,-4.2,0.749861722,-0.300019792,0.753782661,56.51828177
2012/2/7,227.54,1.509375,-4.4,0.749400818,-0.300090204,0.753762619,56.60666553
2012/2/8,227.21,1.5065625,-4.6,0.748924001,-0.300673944,0.7536007,56.68708456
2012/2/9,226.85,1.50375,-4.8,0.748442232,-0.301516953,0.753260875,56.76247773
2012/2/10,226.46,1.5009375,-4.9,0.747926747,-0.302089451,0.753017136,56.83521464
2012/2/11,226.05,1.498125,-5.2,0.747416205,-0.302984431,0.75251139,56.90277682
2012/2/12,225.78,1.4953125,-5.3,0.746899702,-0.303713269,0.752070309,56.96956071
2012/2/13,225.58,1.4925,-5.3,0.746317446,-0.304173277,0.75179627,57.0339889
2012/2/14,225,1.4896875,-5.7,0.745745567,-0.304636294,0.75140141,57.09040211
2012/2/15,224.41,1.486875,-6.2,0.745281207,-0.304867267,0.751264404,57.13973022
2012/2/16,223.8,1.4840625,-6.4,0.744757069,-0.305821608,0.750391373,57.18009553
2012/2/17,223.16,1.48125,-6.6,0.744201813,-0.30633125,0.749911008,57.2115266
2012/2/18,222.07,1.4784375,-6.9,0.743597434,-0.307118095,0.749012061,57.2262547
2012/2/19,222.43,1.475625,-7.1,0.743118771,-0.307603897,0.748519757,57.22601008
2012/2/20,222.44,1.4728125,-7.1,0.742650551,-0.308569958,0.747347916,57.20657085
2012/2/21,221.95,1.47,-7.3,0.742191175,-0.309284268,0.746281734,57.16536667
2012/2/22,221.42,1.468,-7.5,0.741829168,-0.309899675,0.745298185,57.1020641
2012/2/23,220.82,1.466,-7.7,0.74151402,-0.310537829,0.744416967,57.01943651
2012/2/24,220.29,1.464,-8.1,0.741318875,-0.31111102,0.743595303,56.92120894
2012/2/25,219.84,1.462,-8.3,0.741163258,-0.311975555,0.7419725,56.81131032
2012/2/26,219.64,1.46,-8.4,0.741010961,-0.312675696,0.740721142,56.69670372
2012/2/27,219.56,1.458,-8.3,0.740761022,-0.313622919,0.738848833,56.5857209
2012/2/28,218.95,1.456,-8.4,0.740513466,-0.314490583,0.737589448,56.4684252
2012/2/29,218.33,1.454,-8.6,0.740284026,-0.315680877,0.735719772,56.3462145
2012/3/1,217.67,1.452,-8.9,0.740157722,-0.316892227,0.733700884,56.22475581
2012/3/2,217.04,1.45,-9,0.740035444,-0.318222558,0.730494873,56.1096723
2012/3/3,216.9,1.448,-9.1,0.739993343,-0.319624871,0.727445008,56.02300489
2012/3/4,217.04,1.446,-9.1,0.739969275,-0.320994778,0.72502607,55.94542199
2012/3/5,216.68,1.444,-9,0.739811548,-0.322225533,0.722818291,55.87837992
2012/3/6,217.32,1.442,-9,0.739595807,-0.323141666,0.721252285,55.8299655
2012/3/7,218.41,1.44,-8.7,0.739262911,-0.324012134,0.719800048,55.82125944
2012/3/8,220.06,1.438,-8.1,0.738782521,-0.324463139,0.719219993,55.86738775
2012/3/9,219.8,1.436,-7.9,0.738224315,-0.324975599,0.718383795,55.95873735
2012/3/10,219.29,1.434,-7.9,0.737656667,-0.325814559,0.717148565,56.10828328
2012/3/11,219.38,1.432,-8,0.737145339,-0.326491492,0.716242753,56.32447552
2012/3/12,219.27,1.43,-8,0.737050742,-0.326787922,0.715049837,56.60658027
2012/3/13,218.83,1.428,-8,0.737012549,-0.326963702,0.713383026,56.99910432
2012/3/14,218.4,1.426,-8.1,0.737062034,-0.327688097,0.71193271,57.49732931
2012/3/15,217.95,1.424,-8.2,0.737179058,-0.328401451,0.710675348,58.09872332
2012/3/16,217.47,1.422,-8.3,0.737302405,-0.32906725,0.709658006,58.75538361
2012/3/17,217.02,1.42,-8.4,0.737320715,-0.329818835,0.708146291,59.33077212
2012/3/18,216.73,1.418,-8.7,0.737454614,-0.33034884,0.706933698,59.82202845
2012/3/19,217.22,1.416,-8.6,0.737533559,-0.330543618,0.705471899,60.2399589
2012/3/20,217.07,1.414,-8.6,0.737628828,-0.330898359,0.704830203,60.66937665
2012/3/21,216.61,1.412,-8.6,0.737762068,-0.331524622,0.70410241,61.12172046
2012/3/22,216.16,1.41,-8.6,0.737911228,-0.332543581,0.702173003,61.56198347
2012/3/23,216.18,1.42,-8.7,0.738168541,-0.333202956,0.700700798,61.90136
2012/3/24,216.66,1.43,-8.5,0.738318328,-0.333468218,0.700477223,62.12932738
2012/3/25,216.95,1.44,-8.5,0.738408951,-0.333599786,0.700116777,62.24888797
2012/3/26,217.03,1.45,-8.3,0.73834063,-0.33364839,0.700192372,62.27846117
2012/3/27,216.7,1.46,-8.3,0.738333537,-0.334017757,0.699514449,62.26093441
2012/3/28,216.19,1.47,-8.5,0.738529132,-0.334462463,0.698490122,62.16214007
2012/3/29,216.42,1.48,-8.5,0.73870966,-0.334705689,0.697308509,61.95541581
2012/3/30,216.29,1.49,-8.4,0.738766989,-0.335089724,0.696180068,61.6486574
2012/3/31,219.2,1.5,-7.9,0.738770521,-0.334390556,0.69734053,61.31442095
2012/4/1,223.93,1.51,-5.3,0.73825905,-0.333276805,0.700030827,61.05392382
2012/4/2,224.65,1.52,-4.7,0.737721299,-0.331987243,0.7030646,60.74522031
2012/4/3,224.35,1.53,-4.8,0.737166042,-0.330804576,0.706978355,60.35047483
2012/4/4,225.71,1.54,-4.3,0.736710351,-0.329141685,0.71106405,59.94168835
2012/4/5,226.67,1.55,-3.6,0.736315816,-0.327227916,0.71642053,59.51279191
2012/4/6,226.54,1.56,-3.4,0.735740861,-0.325394377,0.721808266,59.00842168
2012/4/7,226.04,1.57,-3.4,0.735056108,-0.323472889,0.726330216,58.44992042
2012/4/8,225.28,1.58,-3.7,0.73431371,-0.322620219,0.728906596,57.85032687
2012/4/9,224.41,1.59,-4.1,0.733731899,-0.322787599,0.72871022,57.26380639
2012/4/10,224.3,1.6,-4.6,0.733353063,-0.323597747,0.727647563,56.64675353
2012/4/11,225.24,1.61,-4.3,0.732984031,-0.324009057,0.726725451,56.03994026
2012/4/12,227.7,1.62,-3.3,0.73300712,-0.323773234,0.726847616,55.5365139
2012/4/13,230.4,1.63,-1.6,0.733428996,-0.323429108,0.727285464,55.16195253
2012/4/14,232.06,1.64,-0.5,0.733926635,-0.322937867,0.72851816,54.85205274
2012/4/15,233.27,1.65,0.4,0.734382429,-0.322580556,0.729602839,54.58090339
2012/4/16,234.8,1.66,1.5,0.734802493,-0.322432147,0.730478072,54.37419412
2012/4/17,235.57,1.67,2,0.735134451,-0.322001499,0.731851055,54.16644903
2012/4/18,235.44,1.68,2,0.735395348,-0.321908167,0.731335475,53.87794438
2012/4/19,235.48,1.69,1.9,0.73569155,-0.32208165,0.72996594,53.52796269
2012/4/20,235.52,1.7,1.8,0.73622614,-0.322746117,0.727946106,53.12078991
2012/4/21,235.41,1.699642857,1.8,0.736619285,-0.322810593,0.727026382,52.70947216
2012/4/22,235.47,1.699285714,1.9,0.736822044,-0.321940904,0.728271661,52.32535859
2012/4/23,235.5,1.698928571,1.7,0.737036892,-0.321409346,0.729302073,51.96403969
2012/4/24,235.19,1.698571429,1.6,0.736984796,-0.320632636,0.730368016,51.59619426
2012/4/25,235.29,1.698214286,1.6,0.737059461,-0.319880121,0.731398066,51.25626179
2012/4/26,235.37,1.697857143,1.2,0.737376108,-0.320298217,0.729981975,50.94110829
2012/4/27,235.32,1.6975,1.1,0.73751389,-0.319623264,0.730634326,50.63700011
2012/4/28,235.47,1.697142857,1.2,0.737483277,-0.319849751,0.729760959,50.3589649
2012/4/29,235.24,1.696785714,1,0.737622341,-0.319442841,0.729775362,50.07859484
2012/4/30,235.41,1.696428571,0.8,0.737931409,-0.319945884,0.728304839,49.82441774
2012/5/1,235.42,1.696071429,0.1,0.738279581,-0.320365073,0.726048102,49.58260881
2012/5/2,235.34,1.695714286,-0.4,0.73871997,-0.320929819,0.723972355,49.34656711
2012/5/3,235,1.695357143,-0.8,0.739105685,-0.322385443,0.720844987,49.09885785
2012/5/4,235.3,1.695,-0.6,0.739425488,-0.322824941,0.719171585,48.88237558
2012/5/5,235.45,1.694642857,-0.5,0.739805949,-0.325990688,0.713615236,48.68600078
